"","castaway_id","full_name","castaway","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type"
"500","US0185","Cecilia Mansilla","Cecilia",1977-01-13,NA,"Female","Peruvian American","Hispanic or Latino","POC","Risk Consultant","ISTJ"
"501","US0186","John Calderon","J.P.",1975-09-05,NA,"Male",NA,"Hispanic or Latino","POC","Volleyball Pro","ESFP"
"502","US0187","Stephannie Favor","Stephannie",1970-07-12,NA,"Female","Black",NA,"POC","Nursing Student","ISFJ"
"503","US0188","Anh-Tuan Bui","Cao Boi",1964-04-10,NA,"Male","Asian","Vietnamese American","POC","Nail Salon Manager","ENFP"
"504","US0189","Cristina Coria","Cristina",1971-04-18,NA,"Female",NA,"Hispanic or Latino","POC","Police Officer","ISFJ"
"505","US0190","Jessica Smith","Jessica",1979-01-22,NA,"Female","White",NA,"White","Roller Girl","ENFP"
"506","US0191","Brad Virata","Brad",1976-11-23,NA,"Male","Asian","Asian American","POC","Fashion Director","INFJ"
"507","US0192","Rebecca Borman","Rebecca",1971-08-31,NA,"Female","Black",NA,"POC","Make-Up Artist","ISFJ"
"508","US0193","Jenny Guzon-Bae","Jenny",1970-05-08,NA,"Female","Asian","Filipino American","POC","Real Estate Agent","ISTJ"
"509","US0194","Nathan Gonzalez","Nate",1980-07-26,NA,"Male","Black","Hispanic or Latino","POC","Shoe Salesman","ESTP"
"510","US0195","Candice Cody","Candice",1982-11-12,NA,"Female",NA,NA,"White","Pre-Med Student;Physician/Anesthesiology Resident","ISTJ"
"511","US0196","Jonathan Penner","Jonathan",1962-03-05,NA,"Male","White","Jewish","White","Writer","ENTP"
"512","US0197","Parvati Shallow","Parvati",1982-09-21,NA,"Female","White",NA,"White","Boxer;Charity Organizer;Yoga Teacher/Life Coach/Speaker","ENFJ"
"513","US0198","Adam Gentry","Adam",1978-08-21,NA,"Male","White",NA,"White","Copier Sales","ESTP"
"514","US0199","Sundra Oakley","Sundra",1975-01-02,NA,"Female","Black",NA,"POC","Actress","INFP"
"515","US0200","Rebekah Lee","Becky",1977-09-11,NA,"Female","Asian","Korean American","POC","Attorney","INTP"
"516","US0201","Oscar Lusth","Ozzy",1981-08-23,NA,"Male","Mexican American","Hispanic or Latino","POC","Waiter;Photographer","ISFP"
"517","US0202","Yul Kwon","Yul",1975-02-14,NA,"Male","Asian","Korean American","POC","Management Consultant;Product Management","INTJ"
"518","US0203","Jessica deBen","Jessica",1979-04-25,NA,"Female",NA,NA,"White","Fashion Stylist","INFJ"
"519","US0204","Erica Durousseau","Erica",1979-12-11,NA,"Female","Black",NA,"POC","Non-Profit Fundraiser","ESFP"
"520","US0205","Sylvia Kwan","Sylvia",1954-08-18,NA,"Female","Asian","Hong Konger American","POC","Architect","ISTJ"
"521","US0206","Gary Stritesky","Gary",1951-09-16,NA,"Male",NA,NA,"White","School Bus Driver","ISFJ"
"522","US0207","Liliana Gomez","Liliana",1981-04-05,NA,"Female","Mexican American","Hispanic or Latino","POC","Loan Officer","ISTJ"
"523","US0208","Rita Verreos","Rita",1968-07-19,NA,"Female","Venezuelan American","Hispanic or Latino","POC","Single Mom","ISFJ"
"524","US0209","Anthony Robinson","Anthony",1974-06-25,NA,"Male","Black",NA,"POC","Expert Witness Locator","INFP"
"525","US0210","James Reid","Rocky",1978-09-11,NA,"Male",NA,NA,"White","Bartender","ESTP"
"526","US0211","Lisette Linares","Lisi",1970-06-09,NA,"Female","Cuban American","Hispanic or Latino","POC","Customer Service Rep.","ESFP"
"527","US0212","Michelle Yi","Michelle",1983-12-02,NA,"Female","Asian","Taiwanese American","POC","Student","ENFP"
"528","US0213","Edgardo Rivera","Edgardo",1978-10-05,NA,"Male","Puerto Rican American","Hispanic or Latino","POC","Ad Executive","ESTP"
"529","US0214","Mookie Lee","Mookie",1981-11-10,NA,"Male","Asian","Korean American","POC","Business Consultant","ESFP"
"530","US0215","Alex Angarita","Alex",1978-04-20,NA,"Male","Colombian American","Hispanic or Latino","POC","Attorney","ENTJ"
"531","US0216","Stacy Kimball","Stacy",1979-10-01,NA,"Female","Asian","Korean American","POC","Web Producer","INTJ"
"532","US0217","Kenward Bernis","Boo",1972-06-21,NA,"Male",NA,NA,"White","Construction Worker","ISTP"
"533","US0218","Yau-Man Chan","Yau-Man",1952-08-26,NA,"Male","Asian","Bornean American","POC","Computer Engineer","INTP"
"534","US0219","Andria Herd","Dreamz",1981-12-15,NA,"Male","Black",NA,"POC","Cheerleading Coach","ESFP"
"535","US0220","Cassandra Franklin","Cassandra",1964-04-19,NA,"Female","Black",NA,"POC","College Administrator","ISFJ"
"536","US0221","Earl Cole","Earl",1971-04-09,NA,"Male","Black",NA,"POC","Ad Executive","INFJ"
"537","US0222","Steve Morris","Chicken",1959-09-02,NA,"Male",NA,NA,"White","Chicken Farmer","ISFP"
"538","US0223","Ashley Massaro","Ashley",1979-05-26,2019-05-16,"Female",NA,NA,"White","Professional Wrestler","ESFP"
"539","US0224","Leslie Nease","Leslie",1969-03-25,NA,"Female",NA,NA,"White","Christian Radio Host","ENFP"
"540","US0225","Dave Cruser","Dave",1969-10-26,NA,"Male",NA,NA,"White","Former Model","ESTP"
"541","US0226","Aaron Reisberger","Aaron",1975-04-25,NA,"Male",NA,NA,"White","Surfing Instructor","ISTJ"
"542","US0227","Sherea Lloyd","Sherea",1981-07-31,NA,"Female","Black",NA,"POC","Elementary Teacher","ESFP"
"543","US0228","Jaime Dugan","Jaime",1985-06-30,NA,"Female",NA,NA,"White","Student","ESFJ"
"544","US0229","Jean-Robert Bellande","Jean-Robert",1970-09-17,NA,"Male",NA,NA,"White","Poker Player","INTP"
"545","US0230","Michael Zernow","Frosti",1987-02-15,NA,"Male","Asian","Japanese Russian American","POC","Student/Athlete","ESFP"
"546","US0231","James Clement","James",1977-03-09,NA,"Male","Black",NA,"POC","Gravedigger","ISTP"
"547","US0232","Erik Huffman","Erik",1981-01-31,NA,"Male",NA,NA,"White","Musician","ISFP"
"548","US0233","Peih-Gee Law","Peih-Gee",1978-04-07,NA,"Female","Asian",NA,"POC","Jeweler","ENTP"
"549","US0234","Denise Martin","Denise",1967-05-05,NA,"Female",NA,NA,"White","School Lunch Lady","ISFP"
"550","US0235","Amanda Kimmel","Amanda",1984-08-03,NA,"Female",NA,NA,"White","Hiking Guide;Aspiring Designer","ISFP"
"551","US0236","Courtney Yates","Courtney",1981-03-26,NA,"Female",NA,NA,"White","Waitress","ENTP"
"552","US0237","Todd Herzog","Todd",1985-01-29,NA,"Male",NA,NA,"White","Flight Attendant","ENFP"
"553","US0238","Mary Sartain","Mary",1978-11-11,NA,"Female",NA,NA,"White","Real Estate Manager","ISFJ"
"554","US0239","Michael Bortone","Mikey B",1973-12-29,NA,"Male",NA,NA,"White","Aspiring Writer","ENTP"
"555","US0240","Joel Anderson","Joel",1975-06-01,NA,"Male",NA,NA,"White","Firefighter","ESTJ"
"556","US0241","Chet Welch","Chet",1959-10-22,NA,"Male",NA,NA,"White","Pageant Coach","INFP"
"557","US0242","Kathleen Sleckman","Kathy",1962-08-14,NA,"Female",NA,NA,"White","Golf Course Vendor","ENFP"
"558","US0243","Tracy Hughes-Wolf","Tracy",1964-07-09,NA,"Female",NA,NA,"White","Residential Builder","ENFJ"
"559","US0244","Jason Siska","Jason",1985-03-04,NA,"Male",NA,NA,"White","Gymnastics Coach","ESFP"
"560","US0245","Alexis Jones","Alexis",1983-07-06,NA,"Female",NA,NA,"White","Motivational Speaker","ENFJ"
"561","US0246","Erik Reichenbach","Erik",1985-11-27,NA,"Male",NA,NA,"White","Ice Cream Scooper;Comic Book Artist","INTP"
"562","US0247","Natalie Bolton","Natalie",1975-12-31,NA,"Female","Asian","Native American","POC","Personal Trainer","INTJ"
"563","US0248","Michelle Chase","Michelle",1984-03-07,NA,"Female",NA,NA,"White","Music Producer","INTP"
"564","US0249","Gillian Larson","Gillian",1947-02-24,NA,"Female",NA,NA,"White","Retired Nurse","ENFP"
"565","US0250","Paloma Soto-Castillo","Paloma",1984-08-24,NA,"Female","Chilean American","Hispanic or Latino","POC","Student","ENFP"
"566","US0251","Jacquie Berg","Jacquie",1982-09-10,NA,"Female",NA,NA,"White","Medical Sales","ENFJ"
"567","US0252","Danny Brown","GC",1982-07-13,NA,"Male","Black",NA,"POC","Maintenance Man","INFP"
"568","US0253","Kelly Czarnecki","Kelly",1986-04-04,NA,"Female",NA,NA,"White","Retail Sales","INFP"
"569","US0254","Ace Gordon","Ace",1980-09-03,NA,"Male",NA,NA,"White","Jewelry Sales and Photographer","INTJ"
"570","US0255","Dan Kay","Dan",1976-06-30,2016-12-31,"Male",NA,NA,"White","Lawyer","ISFP"
"571","US0256","Marcus Lehman","Marcus",1979-10-03,NA,"Male",NA,"Hispanic or Latino","POC","Doctor","ENTJ"
"572","US0257","Charlie Herschel","Charlie",1979-05-12,NA,"Male","White","Jewish","White","Lawyer","ENFP"
"573","US0258","Randy Bailey","Randy",1959-03-31,NA,"Male",NA,NA,"White","Wedding Videographer","INTJ"
"574","US0259","Corinne Kaplan","Corinne",1979-01-17,NA,"Female","White","Jewish","White","Pharmaceutical Sales;Clinical Consultant","ENTJ"
"575","US0260","Crystal Cox","Crystal",1979-03-28,NA,"Female","Black",NA,"POC","Former Olympic Athlete","ESFP"
"576","US0261","Ken Hoang","Ken",1985-10-10,NA,"Male","Asian","Vietnamese American","POC","Professional Gamer","INTP"
"577","US0262","Matty Whitmore","Matty",1978-12-18,NA,"Male",NA,NA,"White","Personal Trainer","ESFP"
"578","US0263","Jessica Kiper","Sugar",1979-02-22,NA,"Female",NA,NA,"White","Pin-Up Model","ENFP"
"579","US0264","Susie Smith","Susie",1960-10-24,NA,"Female",NA,"Hispanic or Latino","POC","Hairdresser","ISFJ"
"580","US0265","Robert Crowley","Bob",1951-02-25,NA,"Male",NA,NA,"White","Physics Teacher","INTP"
"581","US0266","Carolina Eastwood","Carolina",1981-10-27,NA,"Female","Panamanian American","Hispanic or Latino","POC","Bartender","ESTJ"
"582","US0267","Candace Smith","Candace",1977-02-01,NA,"Female","Black",NA,"POC","Attorney","ISTJ"
"583","US0268","Jerry Sims","Jerry",1959-05-18,NA,"Male","Black",NA,"POC","Sgt - U.S. Army","ISTJ"
"584","US0269","Sandy Burgin","Sandy",1955-07-01,NA,"Female",NA,NA,"White","Bus Driver","ESFP"
"585","US0270","Spencer Duhm","Spencer",1989-12-20,NA,"Male",NA,NA,"White","Student","INFP"
"586","US0271","Sydney Wheeler","Sydney",1984-05-11,NA,"Female",NA,NA,"White","Model","ISFP"
"587","US0272","Joe Dowdle","Joe",1982-06-29,NA,"Male",NA,NA,"White","Real Estate Sales","ISTJ"
"588","US0273","Brendan Synnott","Brendan",1978-09-28,NA,"Male",NA,NA,"White","Entrepreneur","ENTP"
"589","US0274","Tyson Apostol","Tyson",1979-06-17,NA,"Male",NA,NA,"White","Former Professional Cyclist/Missionary;Shop Manager","ESTP"
"590","US0275","Sierra Reed","Sierra",1985-09-29,NA,"Female",NA,NA,"White","Model","INFP"
"591","US0276","Debra Beebe","Debbie",1962-09-28,NA,"Female",NA,NA,"White","Middle School Principal","ESFJ"
"592","US0277","Benjamin Wade","Coach",1971-09-18,NA,"Male",NA,NA,"White","Soccer Coach/Musician","ENFJ"
"593","US0278","Tamara Johnson-George","Taj",1971-04-29,NA,"Female","Black",NA,"POC","Former Pop Star","ENFJ"
"594","US0279","Erinn Lobdell","Erinn",1982-10-21,NA,"Female",NA,NA,"White","Hairstylist","ENFP"
"595","US0280","Stephen Fishbach","Stephen",1979-01-24,NA,"Male","White","Jewish","White","Corporate Consultant","INTP"
"596","US0281","James Thomas Jr.","J.T.",1984-06-23,NA,"Male",NA,NA,"White","Cattle Rancher","ESTP"
"597","US0282","Marisa Calihan","Marisa",1983-07-26,NA,"Female",NA,NA,"White","Student","INFP"
"598","US0283","Mike Borassi","Mike",1947-03-13,NA,"Male",NA,NA,"White","Personal Chef","ESTP"
"599","US0284","Betsy Bolan","Betsy",1961-03-20,NA,"Female",NA,NA,"White","Police Officer","ESTJ"
"600","US0285","Ben Browning","Ben",1980-08-28,NA,"Male",NA,NA,"White","Bar Manager","ESTP"
"601","US0286","Yasmin Giles","Yasmin",1975-08-29,NA,"Female","Black",NA,"POC","Hairstylist","ESFP"
"602","US0287","Ashley Trainer","Ashley",1987-02-27,NA,"Female",NA,NA,"White","Spa Sales","ENFP"
"603","US0288","Russell Swan","Russell S.",1967-02-17,NA,"Male","Black",NA,"POC","Attorney","ESFJ"
"604","US0289","Elizabeth Kim","Liz",1975-11-24,NA,"Female","Asian","Korean American","POC","Urban Planner","INTP"
"605","US0290","Erik Cardona","Erik",1981-04-13,NA,"Male",NA,"Hispanic or Latino","POC","Bartender","ENTP"
"606","US0291","Kelly Sharbaugh","Kelly",1983-12-26,NA,"Female",NA,NA,"White","Hairstylist","ISFP"
"607","US0292","Laura Morett","Laura M.",1969-07-30,NA,"Female",NA,NA,"White","Office Manager;Fitness Instructor","ENFJ"
"608","US0293","John Fincher","John",1983-08-16,NA,"Male",NA,"Hispanic or Latino","POC","Rocket Scientist","INTP"
"609","US0294","Dave Ball","Dave",1970-08-13,NA,"Male",NA,NA,"White","Fitness Instructor","INTP"
"610","US0295","Monica Padilla","Monica",1984-07-14,NA,"Female",NA,"Hispanic or Latino","POC","Law Student","ENFP"
"611","US0296","Shannon Waters","Shambo",1964-04-25,NA,"Female",NA,NA,"White","Sales","ESFP"
"612","US0297","Jaison Robinson","Jaison",1980-09-25,NA,"Male","Black",NA,"POC","Law Student","INTJ"
"613","US0298","Brett Clouser","Brett",1985-12-27,NA,"Male",NA,NA,"White","T-Shirt Designer","ISFP"
"614","US0299","Mick Trimming","Mick",1976-05-10,NA,"Male",NA,NA,"White","Doctor","INTP"
"615","US0300","Russell Hantz","Russell H.",1972-10-10,NA,"Male",NA,NA,"White","Oil Company Owner","ESTJ"
"616","US0301","Natalie White","Natalie",1983-04-22,NA,"Female",NA,NA,"White","Pharmaceutical Sales","ISFJ"
"617","US0302","Wendy-Jo DeSmidt-Kohlhoff","Wendy",1961-12-13,NA,"Female",NA,NA,"White","Goat Rancher","ISFP"
"618","US0303","Shannon Elkins","Shannon",1979-12-04,NA,"Male",NA,NA,"White","Pest Control Company Owner","ESTJ"
"619","US0304","Jimmy Johnson","Jimmy J.",1943-07-16,NA,"Male",NA,NA,"White","Former NFL Coach","ESFJ"
"620","US0305","James Tarantino","Jimmy T.",1962-09-07,NA,"Male",NA,NA,"White","Commercial Fisherman","ESTP"
"621","US0306","Tyrone Davis","Tyrone",1967-09-24,NA,"Male","Black",NA,"POC","Fire Captain","ESTJ"
"622","US0307","Kelly Bruno","Kelly B.",1984-03-23,NA,"Female",NA,NA,"White","Medical Student","ISFP"
"623","US0308","Yve Rojas","Yve",1969-03-09,NA,"Female",NA,"Hispanic or Latino","POC","Homemaker","ISFJ"
"624","US0309","Jill Behm","Jill",1967-01-18,NA,"Female",NA,NA,"White","ER Doctor","ISTJ"
"625","US0310","Alina Wilson","Alina",1987-02-20,NA,"Female",NA,NA,"White","Art Student","INFP"
"626","US0311","Marty Piombo","Marty",1961-11-11,NA,"Male",NA,NA,"White","Technology Executive","ENTJ"
"627","US0312","Brenda Lowe","Brenda",1982-11-03,NA,"Female","Asian","Hispanic or Latino","POC","Paddleboard Company Owner","INTJ"
"628","US0313","NaOnka Mixon","NaOnka",1983-02-17,NA,"Female","Black",NA,"POC","PE Teacher","ESTP"
"629","US0314","Kelly Shinn","Purple Kelly",1990-05-05,NA,"Female",NA,NA,"White","Nursing Student","ENFP"
"630","US0315","Ben Henry","Benry",1986-06-25,NA,"Male",NA,NA,"White","Club Promoter","ESTP"
"631","US0316","Jane Bright","Jane",1953-12-13,NA,"Female",NA,NA,"White","Dog Trainer","ISTP"
"632","US0317","Dan Lembo","Dan",1946-11-05,2022-09-03,"Male",NA,NA,"White","Real Estate Executive","ISTP"
"633","US0318","Holly Hoffman","Holly",1966-03-15,NA,"Female",NA,NA,"White","Swim Coach","ENFJ"
"634","US0319","Matthew Lenahan","Sash",1979-11-22,NA,"Male","Black",NA,"POC","Real Estate Broker","ENTJ"
"635","US0320","Chase Rice","Chase",1985-09-19,NA,"Male",NA,NA,"White","Pro Racecar Jackman","ISFP"
"636","US0321","Jud Birza","Fabio",1989-06-12,NA,"Male",NA,NA,"White","Student","ESFP"
"637","US0322","Francesca Hogi","Francesca",1973-11-03,NA,"Female","Black",NA,"POC","Attorney","INFJ"
"638","US0323","Matt Elrod","Matt",1988-10-02,NA,"Male",NA,NA,"White","Pre-Med Student","INFP"
"639","US0324","Kristina Kell","Kristina",1964-12-26,NA,"Female",NA,NA,"White","Law Student","INTP"
"640","US0325","Krista Klumpp","Krista",1985-07-27,NA,"Female",NA,NA,"White","Pharmaceutical Representative","ISFP"
"641","US0326","Stephanie Valencia","Stephanie",1985-02-03,NA,"Female",NA,"Hispanic or Latino","POC","Waitress","ESFP"
"642","US0327","Sarita White","Sarita",1974-10-02,NA,"Female",NA,NA,"White","Visual Effects Producer","INTP"
"643","US0328","Mike Chiesl","Mike",1979-09-15,NA,"Male",NA,NA,"White","Iraq War Veteran","ISFJ"
"644","US0329","David Murphy","David",1979-07-16,NA,"Male",NA,NA,"White","Defense Attorney","INTJ"
"645","US0330","Julie Wolfe","Julie",1960-05-11,NA,"Female",NA,NA,"White","Firefighter","ISTJ"
"646","US0331","Ralph Kiser","Ralph",1965-10-27,2022-04-20,"Male",NA,NA,"White","Farmer","ESTP"
"647","US0332","Steve Wright","Steve",1959-04-08,NA,"Male",NA,NA,"White","Ex-NFL Player","ISFJ"
"648","US0333","Andrea Boehlke","Andrea",1989-05-10,NA,"Female",NA,NA,"White","Student;Entertainment Host/Writer","ENFP"
"649","US0334","Grant Mattos","Grant",1981-03-12,NA,"Male",NA,NA,"White","Ex-NFL Player","ISFP"
"650","US0335","Ashley Underwood","Ashley",1985-02-08,NA,"Female",NA,NA,"White","Nurse","ESTP"
"651","US0336","Natalie Tenerelli","Natalie",1991-05-06,NA,"Female",NA,NA,"White","Professional Dancer","ISFP"
"652","US0337","Phillip Sheppard","Phillip",1958-03-12,NA,"Male","Black",NA,"POC","Former Federal Agent;Software Sales","ESTJ"
"653","US0338","Semhar Tadesse","Semhar",1986-09-12,NA,"Female","Black","Eritrean","POC","Spoken Word Artist","ENFP"
"654","US0339","Christine Shields Markoski","Christine",1971-06-17,NA,"Female",NA,"Hispanic or Latino","POC","Teacher","ESTP"
"655","US0340","Mark Caruso","Papa Bear",1963-07-07,NA,"Male",NA,NA,"White","Retired NYPD Detective","ESFJ"
"656","US0341","Stacey Powell","Stacey",1967-11-21,NA,"Female","Black",NA,"POC","Mortician","ISTJ"
"657","US0342","Elyse Umemoto","Elyse",1984-05-10,NA,"Female","Asian","Hispanic or Latino, Native American","POC","Dance Team Manager","ENFP"
"658","US0343","Mikayla Wingle","Mikayla",1989-05-31,NA,"Female",NA,NA,"White","Lingerie Football Player","ISFP"
"659","US0344","Keith Tollefson","Keith",1985-10-01,NA,"Male",NA,NA,"White","Water Treatment Tech","ISFP"
"660","US0345","Jim Rice","Jim",1975-09-14,NA,"Male",NA,NA,"White","Medical Marijuana Dispenser","ENTP"
"661","US0346","Dawn Meehan","Dawn",1970-06-29,NA,"Female",NA,NA,"White","English Professor","ESFJ"
"662","US0347","Whitney Duncan","Whitney",1984-08-03,NA,"Female",NA,NA,"White","Country Music Singer","ESFP"
"663","US0348","John Cochran","Cochran",1987-01-17,NA,"Male","White","Jewish","White","Harvard Law Student","INTP"
"664","US0349","Edna Ma","Edna",1975-08-22,NA,"Female","Asian",NA,"POC","Anesthesiologist","ISTJ"
"665","US0350","Brandon Hantz","Brandon",1991-10-15,NA,"Male",NA,NA,"White","Oil Tanker Crewman;Chemical Disposal","ESFP"
"666","US0351","Rick Nelson","Rick",1959-10-24,NA,"Male",NA,NA,"White","Rancher","ISFJ"
"667","US0352","Albert Destrade","Albert",1985-03-31,NA,"Male","Black","Hispanic or Latino","POC","Baseball/Dating Coach­­­­","ENTJ"
"668","US0353","Sophie Clarke","Sophie",1989-07-10,NA,"Female",NA,NA,"White","Medical Student;Healthcare Consultant","INTJ"
"669","US0354","Kourtney Moon","Kourtney",1982-02-27,NA,"Female",NA,NA,"White","Motorcycle Repair","ISFP"
"670","US0355","Nina Acosta","Nina",1960-04-03,NA,"Female",NA,NA,"White","Retired LAPD Officer","ISTJ"
"671","US0356","Matt Quinlan","Matt",1978-04-05,NA,"Male",NA,NA,"White","Attorney","ENTJ"
"672","US0357","Bill Posley","Bill",1983-09-28,NA,"Male","Black",NA,"POC","Stand-Up Comedian","ENFP"
"673","US0358","Monica Culpepper","Monica",1970-06-15,NA,"Female",NA,NA,"White","Ex-NFL Player's Wife;Homemaker","ESFJ"
"674","US0359","Colton Cumbie","Colton",1990-11-22,NA,"Male",NA,NA,"White","Student;Student Teacher","ESFP"
"675","US0360","Jonas Otsuji","Jonas",1974-03-25,NA,"Male","Asian",NA,"POC","Sushi Chef","ENTP"
"676","US0361","Michael Jefferson","Michael",1981-08-29,NA,"Male",NA,NA,"White","Banker","ISTJ"
"677","US0362","Jay Byars","Jay",1986-11-05,NA,"Male",NA,NA,"White","Model","ISFP"
"678","US0363","Leif Manson","Leif",1984-02-01,NA,"Male",NA,NA,"White","Phlebotomist","ISFP"
"679","US0364","Troy Robertson","Troyzan",1961-07-30,NA,"Male",NA,NA,"White","Swimsuit Photographer","ESFP"
"680","US0365","Kat Edorsson","Kat",1989-06-22,NA,"Female",NA,NA,"White","Timeshare Representative;Full Time Student/Sales","ENFP"
"681","US0366","Greg Smith","Tarzan",1947-12-12,NA,"Male",NA,NA,"White","Plastic Surgeon","INTP"
"682","US0367","Alicia Rosa","Alicia",1987-01-11,NA,"Female",NA,"Hispanic or Latino","POC","Special Education Teacher","ESTJ"
"683","US0368","Christina Cha","Christina",1982-09-26,NA,"Female","Asian",NA,"POC","Career Consultant","INFP"
"684","US0369","Chelsea Meissner","Chelsea",1985-06-13,NA,"Female",NA,NA,"White","Medical Sales","ISFP"
"685","US0370","Sabrina Thompson","Sabrina",1978-03-06,NA,"Female","Black",NA,"POC","High School Teacher","ENFJ"
"686","US0371","Kim Spradlin-Wolfe","Kim",1983-01-30,NA,"Female",NA,NA,"White","Bridal Shop Owner;Interior Designer","INFJ"
"687","US0372","Zane Knight","Zane",1984-02-20,NA,"Male",NA,NA,"White","Tire Repair","ENTP"
"688","US0373","Roxanne Morris","Roxy",1984-06-03,NA,"Female","Black",NA,"POC","Seminary Student","ESFP"
"689","US0374","Angie Layton","Angie",1991-10-08,NA,"Female",NA,NA,"White","Model/Student","INFP"
"690","US0375","Dana Lambert","Dana",1979-12-13,NA,"Female",NA,NA,"White","Cosmetologist","ISTP"
"691","US0376","Sarah Dawson","Dawson",1983-11-15,NA,"Female","Black",NA,"POC","Insurance Sales","ENFP"
"692","US0377","Katie Hanson","Katie",1989-11-29,NA,"Female",NA,NA,"White","Former Miss Delaware","ENTP"
"693","US0378","Roberta Saint-Amour","RC",1985-05-10,NA,"Female",NA,"Jewish","White","Investment Banker","ENTJ"
"694","US0379","Jeff Kent","Jeff",1968-03-07,NA,"Male",NA,NA,"White","Retired MLB Player","ISTP"
"695","US0380","Artis Silvester","Artis",1959-04-18,NA,"Male","Black",NA,"POC","Computer Engineer","ISTJ"
"696","US0381","Peter Yurkowski","Pete",1988-03-03,NA,"Male",NA,NA,"White","Engineering Graduate","INTP"
"697","US0382","Carter Williams","Carter",1987-05-26,NA,"Male",NA,NA,"White","Track Coach","ISFP"
"698","US0383","Abi-Maria Gomes","Abi-Maria",1979-10-21,NA,"Female","Brazilian","Hispanic or Latino","POC","Business Student","ESFP"
"699","US0384","Malcolm Freberg","Malcolm",1987-05-07,NA,"Male",NA,NA,"White","Bartender","ENTP"
"700","US0385","Lisa Whelchel","Lisa",1963-05-29,NA,"Female",NA,NA,"White","Former TV Teen Star","INFP"
"701","US0386","Denise Stapley","Denise",1971-01-01,NA,"Female",NA,NA,"White","Sex Therapist","INFJ"
"702","US0387","Alexandra Pohevitz","Allie",1987-12-24,NA,"Female",NA,NA,"White","Bartender","ESTP"
"703","US0388","Hope Driskill","Hope",1989-07-06,NA,"Female",NA,NA,"White","Pre-Law Student","ISFP"
"704","US0389","Shamar Thomas","Shamar",1985-09-27,NA,"Male","Black",NA,"POC","Iraq War Veteran","INFP"
"705","US0390","Laura Alexander","Laura",1989-09-12,NA,"Female",NA,NA,"White","Administrative Officer","ENTP"
"706","US0391","Matt Bischoff","Matt",1974-04-04,NA,"Male",NA,NA,"White","BMX Bike Sales","INFP"
"707","US0392","Julia Landauer","Julia",1991-11-12,NA,"Female",NA,NA,"White","Racecar Driver","ISTJ"
"708","US0393","Michael Snow","Michael",1968-08-30,NA,"Male",NA,NA,"White","Event Planner","INFJ"
"709","US0394","Reynold Toepfer","Reynold",1982-10-06,NA,"Male",NA,NA,"White","Real Estate Sales","ESTP"
"710","US0395","Edward Fox","Eddie",1989-04-15,NA,"Male",NA,NA,"White","Fireman/EMT","ESFP"
"711","US0396","Sherri Biethman","Sherri",1971-09-09,NA,"Female",NA,NA,"White","Fast Food Franchisee","ESFJ"
"712","US0397","Laura Boneham","Laura B.",1968-08-29,NA,"Female",NA,NA,"White","Merchandiser",NA
"713","US0398","Marissa Peterson","Marissa",1991-09-25,NA,"Female","Black",NA,"POC","Student","ESTJ"
"714","US0399","Rachel Foulger","Rachel",1979-07-28,NA,"Female",NA,NA,"White","Cocktail Waitress/Graphic Designer","ISFJ"
"715","US0400","John Cody","John",1983-05-12,NA,"Male",NA,NA,"White","Physician, Army Orthopedic Surgery Resident","ISFJ"
"716","US0401","Brad Culpepper","Brad",1969-05-08,NA,"Male",NA,NA,"White","Attorney/Retired NFL Player","ESTJ"
"717","US0402","Vytas Baskauskas","Vytas",1979-12-08,NA,"Male",NA,NA,"White","Yoga Instructor/Math Professor","INFJ"
"718","US0403","Caleb Bankston","Caleb",1987-03-26,2014-06-24,"Male",NA,NA,"White","Post Office Manager/Farmer","ISTP"
"719","US0404","Katie Collins","Katie",1987-06-27,NA,"Female",NA,NA,"White","Hedge Fund Support","INTP"
"720","US0405","Hayden Moss","Hayden",1986-05-27,NA,"Male",NA,NA,"White","Real Estate","ESFP"
"721","US0406","Ciera Eastin","Ciera",1989-03-05,NA,"Female",NA,NA,"White","Cosmetology Student","INFP"
"722","US0407","David Samson","David",1968-02-26,NA,"Male","White","Jewish","White","Miami Marlins President","ENTJ"
"723","US0408","Garrett Adelstein","Garrett",1986-05-16,NA,"Male","White","Jewish","White","Pro Poker Player","INTP"
"724","US0409","Brice Johnston","Brice",1986-02-20,NA,"Male","Black",NA,"POC","Social Worker","ENFP"
"725","US0410","J'Tia Taylor","J'Tia",1981-09-01,NA,"Female","Black",NA,"POC","Nuclear Engineer","ENTJ"
"726","US0411","Cliff Robinson","Cliff",1966-12-16,2020-08-29,"Male","Black",NA,"POC","Former NBA All-Star","ISTP"
"727","US0412","Lindsey Ogle","Lindsey",1983-09-04,NA,"Female",NA,NA,"White","Hairstylist","ESFP"
"728","US0413","Alexis Maxwell","Alexis",1992-03-17,NA,"Female",NA,"Hispanic or Latino","POC","Student","ENFP"
"729","US0414","Sarah Lacina","Sarah",1984-07-09,NA,"Female",NA,NA,"White","Police Officer","ENTJ"
"730","US0415","Morgan McLeod","Morgan",1992-07-09,NA,"Female",NA,NA,"White","Ex-NFL Cheerleader","ISFP"
"731","US0416","LJ McKanas","LJ",1979-01-08,NA,"Male",NA,NA,"White","Horse Trainer","ISTP"
"732","US0417","Jeremiah Wood","Jeremiah",1979-06-15,NA,"Male",NA,NA,"White","Male Model","ISFP"
